loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
7400,60 months,13.86,171.65,C,10+ years,MORTGAGE,84900,Verified,debt_consolidation,14.28,0,710,34.3,Fully Paid
12900,60 months,11.84,285.91,B,2 years,MORTGAGE,128600,Source Verified,debt_consolidation,9.56,1,707,30.3,Charged Off
13800,36 months,9.17,439.93,B,4 years,MORTGAGE,142400,Source Verified,debt_consolidation,24.08,0,725,33.1,Fully Paid
28000,36 months,8.91,889.22,B,2 years,RENT,81600,Source Verified,debt_consolidation,9.09,1,734,60.0,Charged Off
20900,36 months,17.39,749.2,E,,RENT,44600,Source Verified,debt_consolidation,25.2,1,664,56.1,Charged Off
24800,36 months,22.85,958.06,E,< 1 year,RENT,38600,Verified,home_improvement,6.73,0,649,32.3,Charged Off
19000,36 months,12.03,631.34,C,10+ years,RENT,99600,Source Verified,debt_consolidation,23.45,0,700,62.4,Charged Off
10400,36 months,5.04,311.88,A,5 years,RENT,30900,Verified,debt_consolidation,18.62,0,759,35.2,Fully Paid
15200,36 months,8.86,482.37,B,4 years,RENT,43500,Not Verified,debt_consolidation,13.97,0,699,57.4,Charged Off
12500,60 months,8.12,254.17,A,4 years,RENT,59800,Source Verified,medical,17.63,1,757,42.1,Fully Paid
12300,60 months,30.0,397.95,G,7 years,MORTGAGE,68800,Verified,credit_card,9.82,0,630,60.9,Charged Off
7300,36 months,21.02,275.1,E,10+ years,MORTGAGE,47100,Not Verified,home_improvement,15.21,0,669,24.0,Fully Paid
15100,36 months,9.0,480.18,B,10+ years,OWN,103000,Verified,credit_card,20.2,1,727,58.9,Fully Paid
28900,36 months,15.72,1012.05,C,10+ years,MORTGAGE,111700,Source Verified,debt_consolidation,11.39,0,706,47.9,Charged Off
10000,36 months,9.2,318.93,B,< 1 year,MORTGAGE,45300,Not Verified,debt_consolidation,28.07,1,715,35.5,Fully Paid
10000,60 months,15.8,242.12,D,3 years,MORTGAGE,27700,Not Verified,home_improvement,8.39,0,710,45.5,Fully Paid
14700,60 months,6.8,289.69,A,2 years,MORTGAGE,146800,Verified,debt_consolidation,27.42,0,738,71.5,Charged Off
21200,36 months,13.99,724.46,C,< 1 year,RENT,49600,Not Verified,debt_consolidation,12.72,0,712,21.6,Fully Paid
5900,36 months,9.67,189.46,B,10+ years,MORTGAGE,55000,Not Verified,debt_consolidation,16.62,1,694,42.6,Fully Paid
7000,36 months,14.53,241.05,C,10+ years,RENT,65400,Not Verified,debt_consolidation,13.95,0,701,30.1,Fully Paid
18600,36 months,10.49,604.46,B,10+ years,MORTGAGE,75100,Not Verified,debt_consolidation,30.56,1,726,49.9,Fully Paid
12300,36 months,16.7,436.69,D,10+ years,RENT,121500,Not Verified,debt_consolidation,13.02,0,694,75.5,Fully Paid
10500,60 months,7.93,212.55,A,10+ years,MORTGAGE,130700,Not Verified,debt_consolidation,17.16,0,770,64.0,Fully Paid
7000,36 months,14.42,240.67,C,5 years,MORTGAGE,55200,Verified,debt_consolidation,7.02,1,692,62.4,Charged Off
12900,36 months,10.36,418.43,B,2 years,RENT,50500,Source Verified,debt_consolidation,21.86,0,709,51.5,Charged Off
21900,60 months,20.73,589.15,E,10+ years,MORTGAGE,74500,Not Verified,other,14.07,0,674,26.9,Charged Off
9200,36 months,16.55,325.95,D,6 years,OWN,39900,Verified,debt_consolidation,17.86,0,670,18.3,Fully Paid
13800,36 months,15.33,480.61,D,10+ years,RENT,27400,Source Verified,debt_consolidation,21.09,1,695,72.4,Charged Off
24100,36 months,14.6,830.72,C,2 years,RENT,35800,Verified,credit_card,18.6,0,679,38.6,Fully Paid
34000,60 months,9.17,708.59,B,5 years,MORTGAGE,66300,Source Verified,credit_card,16.23,0,740,61.1,Charged Off
3900,36 months,13.67,132.67,C,9 years,RENT,51100,Not Verified,major_purchase,17.88,1,716,,Fully Paid
14900,36 months,7.41,462.87,A,7 years,RENT,89500,Not Verified,credit_card,6.63,1,741,43.9,Fully Paid
5800,60 months,9.67,122.29,B,1 year,MORTGAGE,80100,Verified,home_improvement,7.19,2,720,44.3,Charged Off
7100,36 months,7.39,220.5,A,10+ years,OWN,52300,Not Verified,credit_card,12.75,0,739,65.8,Fully Paid
40000,60 months,14.29,936.75,C,10+ years,MORTGAGE,214900,Verified,credit_card,17.23,0,721,,Charged Off
9000,36 months,17.62,323.66,D,10+ years,MORTGAGE,12000,Not Verified,debt_consolidation,14.39,0,706,62.6,Fully Paid
27200,36 months,14.77,939.84,C,1 year,MORTGAGE,167500,Source Verified,debt_consolidation,9.28,0,715,56.2,Charged Off
4500,36 months,12.83,151.25,B,2 years,RENT,128900,Verified,debt_consolidation,13.38,0,722,50.1,Charged Off
5100,36 months,11.41,167.96,B,8 years,MORTGAGE,53000,Source Verified,debt_consolidation,19.28,0,714,73.0,Charged Off
10100,36 months,8.9,320.71,B,10+ years,MORTGAGE,46200,Not Verified,credit_card,23.54,0,724,53.0,Charged Off
13800,36 months,6.67,424.02,A,10+ years,MORTGAGE,58400,Verified,debt_consolidation,23.95,0,751,79.9,Fully Paid
23300,36 months,10.52,757.53,B,9 years,MORTGAGE,63900,Not Verified,credit_card,10.18,0,700,51.8,Fully Paid
16500,36 months,15.03,572.22,D,1 year,RENT,187100,Not Verified,debt_consolidation,6.42,0,683,32.2,Fully Paid
7600,36 months,16.09,267.53,C,1 year,RENT,71600,Not Verified,debt_consolidation,16.97,0,689,50.6,Charged Off
